Comments,HateSpeech,Emotion
হুমম মেয়েরা বাবাকে একটু বেশি ভালোবাসেআর ছেলেরা মাকে বেশি ভালোবাসে,nonhate,happy
পূর্ণতা বলতে আমি এতটুকুই বুঝি; তুমি আমি আর আমাদের ছোট্ট একটা সাজানো সংসার.. ,nonhate,happy
"জীবনের চাহিদা যত কম, জীবন তত সুখের! ",nonhate,happy
তোমাদের ভাই বোনের ভালোবাসা দীর্ঘজীবী হোক ,nonhate,happy
অসাধারণ ড্রেস বানাতে পারো তুমি আপু অনেক সুন্দর হয় মাশাল্লাহ,nonhate,happy
বাহ ড্রেস টা আসলেই অনেক সুন্দর।। আপুকে মানাইছে,nonhate,happy
মাশাআল্লাহ অনেক সুন্দর হাতের কাজ  ভালোবাসা চলমান রইল,nonhate,happy
"আপু প্রথম থেকে তোমার ভিডিও গুলো দেখি, আমি রীতিমত তোমার ফ্যান কিন্তু তোমার এই কিউটিবেটি আমার অনেক ভালো লাগে। তোমার ভিডিওর অপেক্ষায় থাকি নতুন করে কি বানিয়ে ফেলেছ আবার অনেক শুভকামনা সবার জন্য ",nonhate,happy
-ভালোবাসা এবং ভালো থাকার জন্য জীবনে এমন একটি মানুষ থাকা দরকার..। ,nonhate,happy
আজকাল এরকম সুন্দর দম্পতিদের খুব কম দেখতে পাওয়া যায় যারা দিনশেষে দুজন দুজনকে বোঝার ক্ষমতা রাখেন ,nonhate,happy
"রূপে কি আসে যায়""মনটাই আসল রূপ সারাজীবন থাকবে না শুধু মনটাই থাকবে…! ",nonhate,happy
বয়স শেষ হোক ভালোবাসা নয় ,nonhate,happy
যে আদরে রাখে - তার কাছে'ই আবদার সাঁজে !,nonhate,happy
পকেট শূন্য বেকার পুরুষের সঙ্গে থেকে যাওয়া নারী গুলো অসম্ভব সুন্দর ,nonhate,happy
- প্রিয় তুমি শুধু আমার হয়ে থেকো -- আমি সারাজীবন তোমায় ভালোবেসে যাবো.!,nonhate,happy
জড়িয়ে ধরা টা এক প্রকার মানসিক শান্তি সকল অভিমান কেটে যায় ,nonhate,happy
এমন একটা মানুষ হোক যে দিন শেষে সম্পূর্ণ আমার..।,nonhate,happy
তুমি আজীবন আমার হাসির কারণ হয়ে থেকে যেও,nonhate,happy
"অসম্ভব সুন্দর একটা গান  প্রাণের ঠাকুর ভালবাসতে শিখিয়ে দিয়ে গেছেন বাকিটা নিজেদের বুঝে নেওয়া চাই।সবাই যে যার মতোই ভালো থাকুক, যত্ন করে ভালবাসুক যে যাকে চায়",nonhate,happy
"একদম ...ঠিক নারী কখনো পুরুষের সৌন্দর্য আর টাকাপয়সায় আটকায় না। নারী তো আটকায় ভালোবাসায়, চরিত্রে, যত্নে ",nonhate,happy
"ভালোবাসার জন্য একজন যোগ্য মানুষের প্রয়োজন, যোগ্যতার নয়...!যে বিশ্বাসের মর্যাদা দেয়,কথা দিয়ে কথা রাখে।",nonhate,happy
•প্রিয় তুমি শুধু আমার হয়ে থেকো-•আমি সারাজীবন তোমায় ভালোবেসে যাবো.!,nonhate,happy
কি চমৎকার ভিডিও দেখালেন ভাই অসাধারণ,nonhate,happy
- ভালোবাসা শুধু লাখ টাকার গাড়িতে হয় না -- কিছু ভালোবাসা হাজার টাকার সাইকেল ও সুন্দর..!,nonhate,happy
"ভালোবাসার গভীরতা কোনো বাহ্যিক প্রাপ্তি বা জাঁকজমকের ওপর নির্ভর করে না। তা হলো নিঃস্বার্থ একটি অনুভূতি, যেখানে হাজার টাকার সাইকেলের পিছনে বসেই আপনি পৃথিবীর সেরা আনন্দ পেতে পারেন.!",nonhate,happy
এমন একজন জীবনসঙ্গী পেলে কখনো কোনো দুঃখ থাকে না।- সব ক্লা'ন্তি'র শেষে একটু মা'ন'সি'ক শা'ন্তি দিবে-- এমন একজন মানুষ আমার জীবনে আসুক..!!,nonhate,happy
শত-জন কে নয়-- একজনকে শত-রকম ভাবে ভালোবাসতে চাই.,nonhate,happy
কোনদিনও ভাষায় প্রকাশ করা হয়নি যে আমি তোমাকে কতটা ভালোবাসি... কিন্তু একটাই কথা বলবো তোমাকে ছাড়া আমি অসম্পূর্ণ..অনেক বাধা-বিপত্তি আসবে কিন্তু সব সময় আমার পাশে থেকো এবং ভরসা রেখো আমার ওপর... বুঝলে? ,nonhate,happy
ভালোবাসা সুন্দর যদি মানুষ টা সঠিক হয় প্রতিটি মেয়ে চায় তার বাবার মতো যত্নশীল একজন জীবনসঙ্গী তার লাইফে আসুক ,nonhate,happy
"কোনো এক স্নিগ্ধ ভোরে তুমি আমার বুকে মাথা রেখে স্বস্তির নিঃশ্বাস ফেলে তাকাবে,আর আমি তোমাকে ভালোবাসি বলে বুকে জড়িয়ে নিবো।এটুকু পূর্ণতা পেলেই চলবে জীবনে।",nonhate,happy
ভালোবাসার মানুষটাকে নিজের হাতে নিজের মত করে সাজিয়ে রাখার মজাটাই আলাদা,nonhate,happy
আলহামদুলিল্লাহ আমারও এমন একটা ভালোবাসার মানুষ আছে যে আমাকে ৭ বছর দরে আগলে রেখেছে একটা কাটার আচও আসতে দেয় না আমার উপর আলহামদুলিল্লাহ,nonhate,happy
এই ভিডিওটা আমি নয়বার দেখছি আমিতো পুরাই হাসতে হাসতে শেষ ,nonhate,happy
খুব খুব সুন্দর হয়ছে অনেক মজা পাইছি। আমি যে কত বার দেখছি নিজেও জানি না,nonhate,happy
দিদি তোমাকে আমি কি বলবো নিজেই বুঝতে পারছি না এই ভিডিওটা কেন যে আমার এত ভালো লাগছে আমি নিজেই বুঝতে পারছি না এই ভিডিওটা সত্যিই খুব খুব খুব খুব খুব খুব ভালো হয়েছে ,nonhate,happy
ট্যালেন্ট দেখে আমি মুগ্ধ হয়ে যাই আপু সত্যিই আপনার প্রতিটি ভিডিও অনেক ভালো লাগে,nonhate,happy
কী চমৎকার চাহনি! মনে হলো সব ভালোবাসা উজাড় করে দিচ্ছে। একজীবনে এমন ভালোবাসা পেলে আর কী লাগে।,nonhate,happy
"তুমি আমার জীবনের সেই অধ্যায় , যাকে আমি আঁকড়ে ধরে বাঁচতে চাই সারাজীবন!",nonhate,happy
"গানের কথা গুলো মন ছুয়ে গেছে।আমি গানটা যতক্ষণ শুনেছি,পুরোটা সময় জুড়ে আমার স্বামীকে অনুভব করেছি।আমার মনে হয়েছে এই গানটা যেন আমার জন্যই তৈরি হয়েছে।সত্যিই আমার স্বামী আছে বলেই সত্যিই আমি আছি অনেক ভালো।",nonhate,happy
বাবা তোমাকে দেখে মনে হয় তুমি একটা ভালো মনের মানুষ। তোমার প্রতিটা গান মানুষের মন ছুঁয়ে যায় দোয়া করি তুমি ভালো ভালো গান আমাদের জন্য উপহার দিবে ইনশাআল্লাহ তুমি ভবিষ্যতে অনেক ভালো গায়ক হবে আমি প্রায় সময় কাজের ফাঁকে ফাঁকে তোমার গানগুলো শুনি যতই শুনি ততই মুগ্ধ হই,nonhate,happy
এই গানটা আমি অনেকবার শুনেছি।গানটা শুনলে মনের ভিতরে অন্যরকম ভালোলাগা কাজ করে।শুভকামনা রইলো।,nonhate,happy
মনটা সত্যি ভালো হয়ে গেলো। কথা সুর দুইই খুব ভালো। অসাধারণ হয়েছে। আরো এইরকম গান শুনতে চাই। ,nonhate,happy
মাশাল্লাহ অনেক সুন্দর গলা তোমার। অসাধারণ লাগে তোমার গলায় এ-ই গান টা অসাধারণ। অনেক অনেক দোয়া ও শুভকামনা রইলো,nonhate,happy
সত্যি তুর ওই দুই চোখ আমার মনের কাব্য কথা,nonhate,happy
"গানের গায়কী, সু্রক্ষেপন আর নাটকীয়তা দারুণ লাগল। খুব উপভোগ্য",nonhate,happy
মহাবিশ্বের সবচেয়ে সুন্দর নক্ষত্র তোমার চোখ জোরা ‍‍ ,nonhate,happy
গান প্রান পায় শিপ্লীর কন্ঠে।অসাধারণ গেয়েছে,nonhate,happy
ভীষণ পছন্দের গান আহা! বার বার শুনতে ও গাইতে মন চায়,nonhate,happy
"অনেক দিন পর আবার গানটি শুনতে পেলাম, অলিভিয়াকে অনেক অনেক ধন্যবাদ,যেমন অভিনয়, ঠিক তেমনি গানের গলা,অবিরাম ভালবাসা রইল ",nonhate,happy
খুব সুন্দর একটি উপস্থাপনা... গানটি অনেকদিন পর শুনলাম।,nonhate,happy
যে যাই বলুক হিন্দি এর থেকে বাংলা টা শুনলে মন ভরে যায়।হিন্দি টাও ভালো তবে আমার বাংলা টা বেশি ভালো লাগে,nonhate,happy
"আবার ও প্রমাণ করে দিলে, বাংলা ভাষা কত অন্তর্যামী। খুব সুন্দর, আপনার কণ্ঠে গান টা মাঝে মাঝে শুনি।",nonhate,happy
শুনলে একটা আলাদাই শান্তি পাই দারুন গান টা করেছো দি ভাই,nonhate,happy
সত্যি গান টা যত বার শুনি মনে ছুঁয়ে যাই। অসাধারণ গান,nonhate,happy
"সেই মজা পাইলাম গো,,,,",nonhate,happy
"হাসতে হাসতে আমার পেঠ ব্যাথা করতাছেএই নিয়া অনেক বার ওই দেখছি এই ভিডিও টা,,,যতবার ওই দেখি ততবার ওই ভালোই লাগে",nonhate,happy
খুব সুন্দর আবেগের সাথে গাইলেন। মন ভরে গেল।,nonhate,happy
আপনার গানের গানের গলা খুবই অসাধারণ আমার খুবই প্রিয় ,nonhate,happy
গান তো খুব ভালো লাগে কিন্তু এত সুন্দর লাগছে তোমাকে,nonhate,happy
এত সুন্দর গানটা মনটা ছুয়ে গেল।,nonhate,happy
সব মিলিয়ে মনে রাখার মত একটি অন্যতম এবং অসাধারণ পারফরম্যান্স। অনেক অনেক শুভ কামনা রইল।,nonhate,happy
খুব সুন্দর লাগছে তোমাকে অন্তর থেকে অনেক অনেক শুভেচ্ছা রইলো তোমার জন্য তুমি খুব ভাল থেকো ঐশানী রাম নারায়ণ রাম গুরু কৃপাহি কেবল!,nonhate,happy
অসাধারণ গানের গলাআমার ভীষণ ভালো লাগে,nonhate,happy
আমার তোমাকেই লাগবে... তোমার মতো কাউকে না।...!!..,nonhate,happy
এই গান যত শুনি ততই মুগ্ধ হই। আবারো প্রেমে পরে গেলাম গান টার এবং আপনার ভয়েস এর। ভালোবাসা,nonhate,happy
"গানের মাঝেই লুকিয়ে থাকে মানুষের হৃদয়ের কথা, গানই মানুষের অপ্রকাশিত দুঃখ, বেদনা, ভালবাসা।একটি গানের মাধ্যমেই মানুষের আনন্দময় মুহূর্ত আরোও আনন্দময়ী করে তুলতে পারে, একটি গানই সেই মানুষের দুঃখ বিলিয়ে দিতে পারে। আজীবন রয়ে যাক এসব গান এবং গানের কথা অমর হয়ে ।",nonhate,happy
যে যাই বলুক অঙ্কুশ কমেডি অভিনয় অসাধারণ করে,nonhate,happy
অঙ্কুশের মানুষকে হাসিয়ে রাখার ক্ষমতা অসাধারণ,nonhate,happy
বাবা মানে বট গাছের ছোঁয়া বাবা মানে হাজার কান্না এক রকম দোয়া,nonhate,happy
"মিঠাই অভিনয় করছেন দুর্দান্ত, এখন সিনেমা খুবই ভালো লাগে",nonhate,happy
বা অনেক সুন্দর তো নিজে নিজে বানিয়ে নিলেন অনেক সুন্দর হয়েছে ,nonhate,happy
দিন দিন ওর প্রেমে পড়ে যাইতেছি আমি ,nonhate,happy
প্রত্যেকটা কনটেন্ট ইউনিক একদমড্রেসিং সেন্স খুব ই ভালো।হতে পারে অনেকের কাছে চেহারা আহামরি সুন্দর না।কিন্তু সে যেটাই পরে সেটাই তাকে মানিয়ে যায় সুন্দর লাগে,nonhate,happy
কেউ যত্ন করে আগলাই রেখে ভালোবাসলে তার বেকার হাত টাও শক্ত করে ধরে রেখে একটা সুন্দর জীবন উপভোগ করা যায়,nonhate,happy
"মাশাআল্লাহ, আমার ঘরে ও একটা রাজকন্যা আছে। আলহামদুলিল্লাহ",nonhate,happy
প্রতিটি মেয়ে তাঁর বাবার কাছে রাজকন্যা.!!,nonhate,happy
"আমার আব্বুও আমায় অনেক সাজিয়ে রাখেন, আমি যে তার অতি আদরের মেয়ে, তার ছোট আম্মু",nonhate,happy
“তোমার সাথে কাটানো প্রতিটি মুহূর্ত আমার জন্য এক অসীম সুখের গল্প।”,nonhate,happy
"অসাধারণ, অসাধারণ গাইলে তুমি মা,তোমার জন্য রইল অনেক শুভকামনা ও ভালবাসা, ,,,,",nonhate,happy
"এবাচচা মেয়েটির সুরেলা কন্ঠ অপূর্ব গায়কী অতুলনীয়। বড় হলে প্রথম শ্রেণীর গায়িকা হবে আশা করি ,আশীর্বাদ করি। ",nonhate,happy
এই বাচচা মেয়েটির এমন কন্ঠে অসাধারণ পরিবেশনা আমার মনে হয় কোন মানুষ তার লাইফে কখনও শুনে নাই আল্লাহ তাকে অনেক বড় গায়িকা হবার তৌফিক দান করুক আমীন,nonhate,happy
এতো ভালো গান টা গাইলে শুনে মোন পরান জুড়িয়ে গেল। যাকে বলে একবারে দারুন দারুন দারুন। ঈশ্বর মঙ্গল করুন। তুমি ভালো থেকো সুস্থ থেকো।আর গানে গানে ভুবন ভরিয়ে দাও।,nonhate,happy
এই বয়সে! এতো সুন্দর করে গাইলে মা! আমি বাকরুদ্ধ!! অনেক আদর সোনা। ,nonhate,happy
এতোটুকু একটা মেয়ের গানের এক্সপ্রশন দুর্দান্ত ভাবা যায় না।ঈশ্বরের আশীর্বাদ ওর সাথে আছে ব'লেই আমার মনে হয়। তা না হ'লে এতো কঠিন একটা গানকে কি সাবলীল ভাবে পরিবেশন ক'রে ও।গায়ে কাঁটা দিয়ে উঠেছে আমার।তোমাকে অনেক আদর শুভেচ্ছা আর আশীর্বাদ জানাই আন্তরিকতার সাথে। জীবনে অনেক বড়ো হও এই প্রার্থনা  করি।,nonhate,happy
"খুব খুব সুন্দর হয়েছে মামনি , আগামী দিনের পথ চলার জন্য অনেক অনেক শুভেচ্ছা রইলো খুব খুব ভালো থেকো তুমি ",nonhate,happy
এতো সুন্দর কিভাবে গাইলো্! প্রশংসা করার ভাষা খুঁজে পাচ্ছিনা।।ভগবান তোমার মঙ্গল করুক।।,nonhate,happy
অপূর্ব অপূর্ব বললেও কম বলা হবে।মামনি তুমি অনেক অনেক দূর পর্যন্ত এগিয়ে যাও ঈশ্বর তোমার সাথেই আছেন ,nonhate,happy
অসাধারণ। মুখের ভাষা হারিয়ে গেল। অনেক অনেক বড়ো হও সোনা। বাবা মায়ের মুখ উজ্জ্বল করো।,nonhate,happy
অসাধারণ অসাধারণ দারুন গেয়েছো খুব সুন্দর খুব ভালো লাগলো অনেক অনেক ধন্যবাদ ও শুভেচ্ছা রইলো তুমার জন্য,nonhate,happy
!!!সমস্ত প্রশংসার উর্ধ্বে এই মেয়ে !!কন্ঠে মিষ্টি মিষ্টি মিষ্টি !! উপর ওয়ালার অনন্য সৃষ্টি! তুমি বেঁচে থাকো মামনি।,nonhate,happy
-কেউ যদি আমাকে হারানোর ভয় পেতো_!!তাকে আমার সবটা দিয়ে আগলে রাখবো__!!_ইনশাআল্লাহ ,nonhate,happy
" ೋღღೋ ~Iহেরে গেছি বলতে কোনো শব্দ নেই...? হয়তো জিতবো, নয়তো শিখবো.....? ೋღღೋ ",nonhate,happy
_তুমি আমার সেই উপন্যাস..! _৷ @ যার কোনো শেষ পাতা নেই.,nonhate,happy
"_""মনের কষ্ট আর চোখের জল_""কাউকে দেখাতে নেই।""জীবন সুখের না হলেওকাউকে বলতে নেই। _""কারণ সবাই কষ্ট দিতে পারে,কেউ কষ্টের ভাগ নিতে পারে না।",nonhate,happy
"࿐শুনতে খারাপ লাগলেও এইটা সত্য জনাব࿐,,࿐আপনি পাইয়াও অবহেলা করছেন࿐࿐আর আমি পাবোনা জেনেও ভালবাসছি࿐࿐আপনি তো জিতে গেছেন࿐࿐কিন্তু দিনশেষে হারটা আমি স্বীকার করছি࿐",nonhate,happy
"~~~জীবনে অসাধারণ কাউকে খুঁজো না ~~~সাধারণ কাউকে খুঁজো,,,, যে তোমাকে অসাধারণ করে রাখবে,,,,,",nonhate,happy
--'' জীবনে এমন একজন আসুক.! --'' যে আমার মতন অভাগা কে নিয়েও করবে ! ,nonhate,happy
"আমার চাওয়া প্রিয় মানুষ'টাকে, কেউ একজন না চেয়ে'ই পেয়ে যাবে.!!",nonhate,happy
মুখের ওপর মুখোস থাকে মিথ্যা ছবির আয়না যতই তুমি মানুষ চিনো বেইমান চিনা যায় না ,nonhate,happy
"তোমাকে মনে পড়াটা আমার নেশা""আর তোমাকে ভুলতে না পারাটা হচ্ছে আমার ভালোবাসা<<<",nonhate,happy
"__ আমার কোন দুঃখ নেই.....!!! আছে শুধু অপূর্ণতা - অভিযোগ,আর নিজের প্রতি ঘৃণা.....!! ",nonhate,happy
না আর কিছু ভালো লাগে নাএকটাও সিঙ্গেল বেডি খুজে পাইলাম নাকেও কি আছো একটা প্রেম করমু,nonhate,happy
"অচেনাই ভালো ছিলো, কেনো পরিচিত হলো পূর্ণতা দেখিয়ে কেনো,শূন্যতা,উপহার দিলো",nonhate,happy
জীবন হচ্ছে মৃত্যুর কাছ থেকে ধার নেওয়া কিছু সময়كُلُّ نَفْسٍ ذَآئِقَةُ الْمَوْت,nonhate,happy
সেই মানুষটাকে জীবনে রেখে দাওযেই মানুষটা শত ব্যস্ততার মাঝেও তোমাকে মনে রাখে...,nonhate,happy
"'__ღ۵-জীবনে সবচেয়ে বড় বন্ধু হলো আয়না""-!! _ღ༎-তুমি হাসলে সে ও হাসবে ""-!!---!!-তুমি কাঁদলে সে ও কাঁদবে ,,কিন্তু.!!!!--  তুমি তাকে আঘাত করলে !!-- ༊সে তুমাকে আঘাত করবে না বরং.!!সে নিজেই ভেঙ্গে যাবে༅༎•""""কেউ পছন্দ না করলে,,,, ""কি যায় আসে,, """"আল্লাহ তো,, """"পছন্দ করেই বানিয়েছে,, ",nonhate,happy
টাকা বা'দে এমন কি আ'ছে যেটা পে'লে এই মূহু'র্তে আপনি অনেক খুশি হ'বেন,nonhate,happy
"আমার কুয়াশাছন্ন জীবনে কেউ চাদর হয়ে আসুক,আমাকে আগলে রাখার জন্য..!!",nonhate,happy
༉— নিজেকে বোঝার মতো একজন মানুষ থাকলেই জীবন সুন্দর...!!,nonhate,happy
"তুমি আমারই ছিলে, আমারই আছো, আমার হয়েই থাকবা কয়েকশো বছর। ‍",nonhate,happy
"""আমার স্বপ্নগুলো যেন আকাশের তারার মতো,দেখি তো প্রতিদিন, তবুও ছুঁতে পারি না...চাইলেও যেন নিজের কাছে অসম্পূর্ণ রয়ে যাই।""",nonhate,happy
"দূর হতে আমি তারে সাধিব,.. গোপনে বিরহ ডোরে বাঁধিব",nonhate,happy
"শহরের দুটি মুখ...একটি আলোর পথে,অন্যটি অন্ধকারে ঢেকে যায়...তোমার পছন্দই তোমার ভবিষ্যৎ ঠিক করবে।",nonhate,happy
বাঁচতে হবে দুঃখ ভূলে! হাসতে হবে মন খোলে!,nonhate,happy
ღ۵⊰⊱ღ۵তুমি আমার ক্লান্ত মস্তিষ্কের এক গুচ্ছ ভালোবাসা'_'মৃত্যুর আগ পর্যন্ত জান মিটবে না!!তুমি নামক নেশা.._ღ۵⊰⊱ღ۵ლ••——•T:)‍ლ••——•,nonhate,happy
সরল হয়ে ঠকে যাও তবুও স্বার্থপর হতে যেও না ‍,nonhate,happy
এ শহরে বোঝার মানুষের থেকে ভুল বোঝার মানুষ বেশি,nonhate,happy
__যে তোমার ভাষার প্রাধান্য দিতে পারে না নীরবতাই তার প্রতি সর্বোত্তম উত্তর,nonhate,happy
"།།""শখের জিনিস ক্ষুদ্র হলেও মায়া বেশি-!!༊",nonhate,happy
"⋆⃝༎།།_ღ!!- কাউকে ঘৃণা করার মতো সময় আমার নেই.!!-⋆⃝!!-"" হয় প্রচন্ড ভালোবাসবো"" না হয় চুপ""চাপ সরে যাবো-""༎།།⋆⃝",nonhate,happy
"-রক্তের সম্পর্ক ছাড়াও পৃথিবীতে অন্য একটা সম্পর্কর নাম হচ্ছে""""!༆༊᭄࿐ব্রেস্ট ফ্রেন্ড ༊᭄࿐",nonhate,happy
༎__ღ۵-আমি প্রমাণ করতে চেয়ে ছিলাম ভালোবাসা হারিয়ে যায় নাতুমি বুঝিয়ে দিলে ভালোবাসা সবাই পায় না!!༎,nonhate,happy
- কার কাছে আমি কেমন - যার মানসিকতা যেমন তার কাছে আমি তেমন !! ,nonhate,happy
__পৃথিবীর সবচেয়ে ভয়ংকর রোগের নাম হচ্ছে মায়া------!! ༅༎ ⊱|| যেটা মানুষকে মৃত্যুর আগেই জীবিতলাশ বানিয়ে দেয়,nonhate,happy
প্রিয় মানুষের কাছে থেকে ফুল পাওয়ার বিষয় টা সবচেয়ে বেশি সুন্দর।,nonhate,happy
___সময় একদিন বলে দেবে‍___ তুমি কাকে খুঁজতে গিয়ে কাকে হারিয়ে ফেলেছ,nonhate,happy
-সময় যেখানে সিমীত.. .. ভাগ্য সেখানে দূর্বল...!,nonhate,happy
"আমি ভয়ংকর খারাপ মানুষ, সন্দেহ করি মানুষের ভালোবাসা..",nonhate,happy
উপন্যাসের শেষ পাতায় আমি ঠিকই ছিলামতবে পূর্ণতা ছিলোবাস্তবতাকে ঘিরে...!আর মন জুড়ে ছিলোঅন্য এক সুহাসিনী...!,nonhate,happy
༊᭄࿐– সময় আমাদের জীবনের কোনো কিছু নষ্ট করে না....!– শুধু শিখিয়ে দিয়ে যায় বাস্তবতা কি...! °.༊᭄࿐,nonhate,happy
সরল হয়ে ঠকে যাও তবুও স্বার্থপর হতে যেও না ‍,nonhate,happy
"সৌন্দর্য খুঁজে কি লাভ, নিজের ছায়া টাই তো কালো",nonhate,happy
খুব সুন্দর গান করো তুমি । সুন্দর কোয়ালাইটি। পরিষ্কার উচ্চারণ। সুন্দর গায়োকী। খুব ভালো লাগলো মামনি। অনেক বড়ো শিল্পী হও। যার গান গাইলে তেনার মত বড়ো।,nonhate,happy
"অসাধারণ গানের ভঙ্গিমা এবং সু-মধুর কন্ঠ, মিষ্টি মধুর হাঁসি সত্যিই অসাধারণ প্রতিভা। ",nonhate,happy
"বাহ্ ! কি অপূর্ব ! বারবার শুনেও যেন মন ভরে না । আবার শুনতে ইচ্ছে করছে । তুমি অনেক বড় শিল্পী হও, ভগবানের কাছে এই প্রার্থনা করি । তোমার সুমধুর কণ্ঠে আরও গান শুনতে চাই ।",nonhate,happy
বহুপরিচিত গান গায়কীর অসামান্য অভিনবত্বের মিষ্টি মুন্সিয়ানায় হৃদয়স্পর্শী হয়ে উঠেছে। প্রতি বারের মতোই এবার ও একটা মুগ্ধতার আবেশ তৈরি হল। অনেক অনেক শ্রদ্ধা ও শুভেচ্ছা।,nonhate,happy
"প্রতিটি মুহূর্ত খুব ভালো লাগছে আপনার এই সুন্দর সুন্দর গান গুলো সুন্দর ও কোকিল কণ্ঠে শ্রবণ করে। খুব খুব ভালো লাগছে, ভালো থাকবেন আমার ছোট বোন টি।",nonhate,happy
"অপূর্ব , অসাধারণ ! কোন কিছু বলেই হয়তো মন ভরবে না , গানটা শুনে যে ভাবে মন ভরে গেল বরং বলা ভালো আষাঢ়ের এই বৃষ্টি ধারার মতো সুরের ধারায় মন প্রাণ সিক্ত হয়ে গেলো। ঈশ্বর তোমাকে রূপ, রস, গন্ধ, ঐশ্বর্য, মাধুর্য ঢেলে দিয়েছেন ঈশ্বরের এ করুণার জয় হোক ! তোমার সুরের আলোক বিভায় দশদিক আলোকিত হোক , আমোদিত হোক !!!",nonhate,happy
"অসাধারণ গায়কী।কি মিষ্টি গলা তোমার! খুব অল্প দিন তোমার গান শুনছি কিন্তু এই সময়ের মধ্যে তোমার গান আমার অন্তর স্পর্শ করেছে। পুরনো দিনের গান তুমি কি অবলীলায় গাও,যেমনি তোমার সুর তেমনি বাচনভঙ্গি। হৃদয়ে দোলা দিয়ে যায়। এই বয়সেই তুমি আমাদের মত সঙ্গীত প্রিয় মানুষের মন জয় করেছ তোমার মিষ্টি সুরের মূর্ছনায়। অনেক বড় শিল্পী তুমি। তোমার জন্য অনেক অনেক শুভেচ্ছা রইলো।",nonhate,happy
"বেশি কিছু বলার ভাষা নেই ।এক কথায় গলায় মা সরস্বতীর বাস । প্রতিটি গানই মন্ত্র মুগ্ধ হয়ে শুনি ।আবার শুনি , আবার শুনি, বার বার শুনেও স্বাদ মেটে না ।এমনিই করে আমাদেরকে মুগ্ধ করো সুস্থ থেকো ভালো থেকো ।আশীর্বাদ ও শুভেচ্ছা নিও ।",nonhate,happy
"মধুর সংগীত সবসময় মনে দোল দেয় না, তবে মাঝে মাঝে সময়ের সাথে মিলে যায়। গানটি যেমন শোনার ছিলো তেমনি দেখার ও ছিলো।",nonhate,happy
শ্রদ্ধেয় শিল্পীর জন্মদিনে তাঁর কন্ঠের গান অসাধারণভাবে তুমি পরিবেশন করে সবাইকে অবাক করে দিলে। অপূর্ব শ্রদ্ধার্ঘ্য নিবেদন। সবাইকে মুগ্ধ করে দিয়েছ। প্রার্থনা করি দিকে দিকে অদিতি নাম ছড়িয়ে পড়ুক। খুব ভালো ও সাবধানে থেকো।পারলে মাঝে মধ্যে ভক্তিমূলক সংগীত শোনাতে চেষ্টা কোরো।মায়ের আশীর্বাদ সবসময় তোমার সঙ্গে আছে।জয় মা,nonhate,happy
"অদিতি, তোমার গান সত্যি অনবদ্য। আমি মুগ্ধ হয়ে শুনি। পুরোনো গানগুলো তোমার কন্ঠে সত্যি হৃদয় কাড়ে।ফিরে যাই অতীতে। ভালো থেকো সবসময়।",nonhate,happy
"তোমার গান শুনতে আমার ভীষণ ভালো লাগে, তোমার গলার ভয়েসটা ভীষণ সুন্দর, আমি প্রত্যেকবার অপেক্ষা করে থাকি কবে তুমি আবার নতুন গান আপলোড করবে",nonhate,happy
বেশ ভালো লাগলো তোমার কণ্ঠে গানটি শুনতে। গানটি পরিবেশন করার ভঙ্গিমাটা দারুণ লেগেছে। ঈশ্বরের কাছে প্রার্থণা করি তুমি অনেক দূর পর্যন্ত এগিয়ে যাও।,nonhate,happy
"কেউ পারেনি এসব মহামূল্যবান গান গুলো এমন করে, লতাজ্বীর কিংবা শ্রেয়াজ্বীর মত করে গাইতে! আপনি পারলেন। মুগ্ধতায় ভরিয়ে দিলেন। এতটা মুগ্ধতার স্বাদ বহুদিন পাইনি। আপনাকে আন্তরিক আশীর্বাদ জানাচ্ছি।'আগামীকাল' আপনার জন্য নিয়ে আসছে এক দারুণ সূর্যোদয়। আন্তরিক শুভকামনা।",nonhate,happy
অসাধারণ আপনার গান সঙ্গে অঙ্গভঙ্গী যেমন সুন্দর কন্ঠ তেমন সুন্দর হাসি সব মিলিয়ে অপুর্ব। অপেক্ষায় রইলাম আবারও নতুন কোনো গানের জন্য।,nonhate,happy
"ম‍্যাডাম আপনা গলার গান এতো সুমধুর বলে বোঝাতে পারবো না,আমার অসাধালন লাগে,প্রতিদিন আপনার গান না শুনলে,কোনো গানই শুনি নি মনে হয়,আপনি যেই গান গান না কেনো আমার ভীষন ভাশো লাগে,ভগবানের কাছে প্রার্থনা করি আপনার সংগীত জীবন ভীষন ভালো হয়।",nonhate,happy
"অসাধারণ গায়কী, তোমার গানের কি প্রশংসা করব, এতটুকু বলতে পারি তোমার গান শোনার পর মন টা ভালো হয়ে যায়  শুভ কামনা রইল.....",nonhate,happy
"অসাধারণ ভাবনা ও নিবেদন , শুনেছ, শুনেছি, ধন্য ওগো দিদি ধন্য, তোমারই এমন ই গানের জন্য। সংশ্লিষ্ট সম্মানিত সকলের জন্য হৃদয় নিংড়ানো ভালোবাসা, শুভেচ্ছান্তে অভিনন্দন ও শুভ কামনা রইলো অফুরন্ত",nonhate,happy
